elapsed_time_s,pulse_height_V
0.169,0.220720
0.406,0.338207
0.406,0.297821
0.406,0.161977
0.406,0.518108
0.682,0.481393
0.682,0.521779
0.682,0.150962
0.682,0.150962
0.682,0.587865
0.682,1.267084
0.988,0.231734
0.988,0.536465
0.988,0.150962
0.988,0.261106
0.988,0.485065
0.988,0.213377
1.305,0.165648
1.305,0.206034
1.306,0.161977
1.306,0.297821
1.306,0.150962
1.306,0.184006
1.614,0.150962
1.614,0.334535
1.614,0.150962
1.614,0.202363
1.614,0.184006
1.897,0.363907
1.897,0.470379
1.897,0.338207
1.897,0.154634
1.897,0.437336
1.897,0.257435
1.897,0.154634
1.897,0.297821
2.204,0.400621
2.204,0.257435
2.204,0.356564
2.204,0.150962
2.204,0.198691
2.204,0.452021
2.204,0.169320
2.204,0.169320
2.523,0.176663
2.523,0.382264
2.523,0.455693
2.523,0.150962
2.523,0.202363
2.523,0.150962
2.523,0.422650
2.523,0.235406
2.821,0.349221
2.821,0.220720
2.821,0.316178
2.821,0.455693
2.821,0.169320
2.821,0.198691
3.089,0.407964
3.089,0.239077
3.089,0.246420
3.089,0.150962
3.089,0.206034
3.089,0.734723
3.089,0.418978
3.089,0.268449
3.393,0.150962
3.393,0.195020
3.393,0.154634
3.393,0.422650
3.393,0.191348
3.393,0.334535
3.665,0.341878
3.665,0.198691
3.665,0.407964
3.665,0.360235
3.665,0.154634
3.665,0.187677
4.011,0.407964
4.011,0.206034
4.011,0.161977
4.011,0.338207
4.011,0.165648
4.011,0.330864
4.281,0.474050
4.281,0.363907
4.281,0.202363
4.281,0.294149
4.281,0.176663
4.281,0.448350
4.281,0.352892
4.585,0.209706
4.585,0.286806
4.585,0.150962
4.854,0.488736
4.854,0.191348
4.854,0.161977
4.854,0.437336
4.854,0.459364
4.854,0.404293
4.854,0.206034
4.854,0.202363
4.854,0.198691
5.198,0.485065
5.198,0.422650
5.198,0.150962
5.198,0.279463
5.198,0.206034
5.470,0.411636
5.470,0.198691
5.470,0.150962
5.470,0.264777
5.470,0.206034
5.470,0.150962
5.776,0.407964
5.776,0.415307
5.776,0.261106
5.776,0.158305
5.776,0.165648
5.776,0.202363
6.045,0.154634
6.045,0.165648
6.045,0.444679
6.045,0.492407
6.045,0.360235
6.045,0.415307
6.388,0.150962
6.388,0.297821
6.388,0.213377
6.388,0.184006
6.388,0.202363
6.388,0.283135
6.388,0.250092
6.388,0.444679
6.659,0.426321
6.659,0.290478
6.659,0.268449
6.659,0.400621
6.659,0.217049
6.973,0.180334
6.973,1.087183
6.973,0.352892
6.973,0.154634
6.973,0.231734
6.973,0.150962
6.973,0.154634
7.243,0.195020
7.243,0.187677
7.243,0.411636
7.243,0.176663
7.243,0.308835
7.243,1.186312
7.588,0.180334
7.588,0.172991
7.588,0.172991
7.852,0.176663
7.852,0.363907
7.852,0.429993
7.852,0.452021
7.852,0.338207
7.852,0.275792
8.154,0.165648
8.154,0.290478
8.154,0.198691
8.154,0.158305
8.154,0.253763
8.154,0.191348
8.418,0.154634
8.418,0.202363
8.418,0.330864
8.418,0.463036
8.418,0.481393
8.762,0.264777
8.762,0.620908
8.762,0.191348
8.762,0.290478
8.762,0.161977
9.026,0.385935
9.026,0.264777
9.026,0.158305
9.026,0.418978
9.026,0.191348
9.026,0.154634
9.026,0.154634
9.332,0.598880
9.332,0.257435
9.332,0.323521
9.332,0.150962
9.332,0.154634
9.608,0.150962
9.608,0.150962
9.608,0.253763
9.608,0.150962
9.608,0.224392
9.608,0.198691
9.608,0.154634
9.951,0.195020
9.951,0.150962
9.951,0.154634
9.951,0.224392
9.951,0.150962
10.221,0.481393
10.221,0.411636
10.221,0.455693
10.221,0.184006
10.221,0.202363
10.221,0.150962
10.221,0.150962
10.221,0.198691
10.526,0.224392
10.526,0.231734
