elapsed_time_s,pulse_height_V
0.207,0.316178
0.207,0.345549
0.207,0.180334
0.207,0.150962
0.413,0.294149
0.413,0.429993
0.413,0.448350
0.714,0.242749
0.714,0.184006
0.954,0.466707
0.954,0.161977
0.954,0.206034
0.954,0.154634
0.954,0.297821
0.954,0.547479
1.242,0.250092
1.242,0.606222
1.242,0.477722
1.242,0.441007
1.535,0.158305
1.535,0.496079
1.535,0.206034
1.535,0.609894
1.535,0.184006
1.535,0.150962
1.884,0.191348
1.884,0.341878
1.884,0.239077
1.884,0.775109
1.884,0.154634
2.177,0.275792
2.177,0.319849
2.177,0.154634
2.177,0.165648
2.177,0.184006
2.177,0.161977
2.177,0.158305
2.490,0.154634
2.490,0.154634
2.490,0.161977
2.490,0.150962
2.785,0.283135
2.785,0.202363
2.785,0.400621
2.785,0.455693
2.785,0.356564
2.785,0.393278
3.145,0.220720
3.145,0.411636
3.145,0.429993
3.145,0.217049
3.145,0.195020
3.438,0.283135
3.438,0.169320
3.438,0.411636
3.438,0.231734
3.438,0.198691
3.438,0.158305
3.438,0.150962
3.746,0.514436
3.746,0.195020
3.746,0.228063
3.746,0.418978
3.746,0.239077
3.746,0.209706
4.032,0.485065
4.032,0.400621
4.032,0.444679
4.032,0.161977
4.032,0.184006
4.032,0.363907
4.032,0.378592
4.032,0.268449
4.391,0.396950
4.391,0.503422
4.391,0.415307
4.391,0.158305
4.391,0.264777
4.677,0.312506
4.677,0.334535
4.677,0.180334
4.677,0.356564
4.677,0.352892
4.983,0.308835
4.983,0.206034
4.983,0.154634
4.983,0.279463
4.983,0.286806
4.983,0.213377
5.270,0.371250
5.270,0.323521
5.270,0.209706
5.270,0.150962
5.270,0.272120
5.270,0.474050
5.270,0.169320
5.270,0.198691
5.270,0.154634
5.631,0.206034
5.631,0.463036
5.631,0.444679
5.631,0.191348
5.631,0.521779
5.631,0.396950
5.920,0.422650
5.920,0.316178
5.920,0.220720
5.920,0.213377
5.920,0.503422
6.126,0.481393
6.416,0.150962
6.416,0.418978
6.416,0.396950
6.416,0.521779
6.416,0.418978
6.416,0.466707
6.765,0.253763
6.765,0.385935
6.765,0.169320
6.765,0.198691
6.765,0.158305
6.765,0.286806
7.062,0.217049
7.062,0.268449
7.062,0.180334
7.062,0.246420
7.062,0.382264
7.062,0.418978
7.337,0.213377
7.337,0.150962
7.337,0.341878
7.337,0.202363
7.337,0.206034
7.642,0.154634
7.642,0.250092
7.642,0.448350
7.643,0.172991
7.643,0.224392
7.643,0.154634
7.968,0.576851
7.968,0.228063
7.968,0.338207
7.968,0.187677
8.271,0.338207
8.271,0.301492
8.271,0.161977
8.271,0.150962
8.271,0.253763
8.271,0.415307
8.271,0.150962
8.547,0.209706
8.547,0.195020
8.547,0.400621
8.547,0.198691
8.547,0.184006
8.547,0.158305
8.845,0.341878
8.845,0.206034
8.845,0.231734
8.845,0.158305
8.845,0.154634
8.845,0.150962
9.166,0.474050
9.166,0.536465
9.166,0.150962
9.166,0.477722
9.166,0.426321
9.166,0.239077
9.166,0.217049
9.464,0.415307
9.464,0.334535
9.464,0.308835
9.464,0.154634
9.464,0.176663
9.736,0.257435
9.736,0.150962
9.736,0.150962
9.736,0.396950
9.736,0.150962
10.027,0.396950
10.027,0.316178
10.027,0.150962
10.349,0.312506
10.349,0.150962
10.349,0.228063
10.349,0.316178
10.349,0.444679
10.349,0.150962
10.349,0.154634
10.644,0.404293
10.644,0.165648
10.644,0.158305
10.644,0.239077
10.644,0.253763
10.644,0.154634
10.644,0.363907
10.907,0.312506
10.907,0.415307
10.907,0.195020
10.907,0.184006
10.907,0.150962
10.907,0.172991
11.218,0.224392
11.218,0.279463
11.218,0.518108
11.218,0.481393
11.218,0.308835
11.218,0.279463
11.531,0.154634
11.531,0.217049
11.531,0.261106
11.531,0.235406
11.531,0.286806
11.835,0.257435
11.835,0.341878
11.835,0.503422
11.835,0.150962
11.835,0.154634
11.835,0.154634
11.835,0.367578
