elapsed_time_s,pulse_height_V
0.323,0.731052
0.553,0.154634
0.553,0.485065
0.761,0.224392
0.761,0.767766
0.761,0.283135
0.761,0.253763
0.761,0.169320
0.761,0.418978
0.999,0.198691
0.999,0.488736
0.999,2.005045
1.230,0.877910
1.230,1.994031
1.230,0.598880
1.230,0.257435
1.230,0.187677
1.429,1.032111
1.429,0.918296
1.429,0.338207
1.429,0.452021
1.429,0.202363
1.641,0.518108
1.641,1.256069
1.641,1.986688
1.641,1.017425
1.641,0.393278
1.641,0.352892
1.880,0.206034
1.880,1.535100
1.880,0.536465
1.880,1.990360
1.880,0.283135
2.130,0.165648
2.130,0.235406
2.130,0.433664
2.368,0.415307
2.368,0.870567
2.368,0.404293
2.368,0.158305
2.368,0.385935
2.368,0.209706
2.574,0.536465
2.574,0.620908
2.574,0.352892
2.574,0.433664
2.778,0.396950
2.778,0.191348
2.778,2.133546
2.778,0.400621
2.778,0.176663
2.778,0.819167
3.016,0.316178
3.016,0.731052
3.016,0.272120
3.016,0.176663
3.016,0.385935
3.266,0.543808
3.266,0.789795
3.266,0.973368
3.266,0.848538
3.266,0.371250
3.505,0.624580
3.505,0.257435
3.505,0.367578
3.505,0.169320
3.505,0.374921
3.701,0.481393
3.701,0.172991
3.701,1.909588
3.701,0.158305
3.912,1.296455
3.912,0.374921
3.912,0.466707
3.912,0.437336
3.912,2.243690
3.912,0.631923
3.912,0.165648
4.149,0.709023
4.149,0.217049
4.149,0.253763
4.149,1.039454
4.149,0.551151
4.149,0.551151
4.149,0.169320
4.396,0.327192
4.396,0.272120
4.396,0.235406
4.396,1.098197
4.627,0.187677
4.627,0.154634
4.627,0.503422
4.627,1.469014
4.627,1.175297
4.627,0.356564
4.836,0.268449
4.836,2.199632
4.836,1.153269
4.836,0.312506
4.836,2.254704
5.045,0.180334
5.045,0.573179
5.045,0.793466
5.045,0.231734
5.045,0.268449
5.322,0.290478
5.322,0.690666
5.322,0.595208
5.322,0.169320
5.322,0.507093
5.322,0.209706
5.523,0.598880
5.523,0.521779
5.523,1.105540
5.523,0.492407
5.523,2.273061
5.753,0.224392
5.753,0.668637
5.753,0.191348
5.753,0.690666
5.753,0.257435
5.753,0.235406
5.956,0.404293
5.956,0.180334
5.956,0.272120
5.956,0.301492
5.956,0.297821
6.153,0.217049
6.153,0.217049
6.153,0.297821
6.153,0.297821
6.431,0.327192
6.431,0.261106
6.431,0.224392
6.431,0.290478
6.632,0.198691
6.632,0.334535
6.632,0.150962
6.632,0.562165
6.869,0.411636
6.869,0.477722
6.869,0.521779
6.869,0.154634
6.869,1.913259
7.074,0.253763
7.074,0.154634
7.074,0.191348
7.074,0.404293
7.276,0.396950
7.276,0.404293
7.276,0.231734
7.276,0.422650
7.276,0.441007
7.555,1.634229
7.555,0.415307
7.555,0.503422
7.555,1.417613
7.555,0.631923
7.555,0.195020
7.755,1.891230
7.755,0.327192
7.755,0.154634
7.755,0.404293
7.755,0.613565
7.984,0.639266
7.984,0.463036
7.984,0.264777
7.984,0.819167
7.984,0.161977
7.984,0.580522
8.189,0.224392
8.189,0.195020
8.189,0.239077
8.189,0.455693
8.189,0.433664
8.390,0.206034
8.390,0.679651
8.390,0.213377
8.390,1.942631
8.390,0.297821
8.390,1.160612
8.672,2.276733
8.672,0.639266
8.672,0.356564
8.672,0.334535
8.672,0.279463
8.672,0.198691
8.873,0.242749
8.873,0.341878
8.873,0.264777
8.873,0.334535
8.873,0.297821
8.873,0.341878
8.873,0.301492
8.873,0.202363
9.103,0.448350
9.103,1.557128
9.103,0.591537
9.103,0.459364
9.313,0.246420
9.313,0.257435
9.313,2.085817
9.313,1.156940
9.514,0.231734
9.514,0.198691
9.514,0.228063
9.514,0.587865
9.514,1.057811
9.790,2.038088
9.790,0.209706
9.790,0.584194
9.790,1.296455
9.790,0.474050
9.992,0.437336
9.992,0.327192
9.992,2.195961
9.992,1.894902
9.992,0.224392
9.992,0.551151
10.227,0.334535
10.227,0.224392
10.227,0.275792
10.227,0.422650
10.227,0.973368
10.437,0.374921
10.437,0.694337
10.437,0.202363
10.437,0.261106
10.437,1.505728
10.437,0.176663
10.437,0.426321
10.437,2.254704
10.667,0.712695
10.667,0.393278
10.667,0.341878
10.667,0.154634
10.920,0.242749
10.920,0.150962
10.920,1.057811
10.920,0.580522
11.128,1.439642
11.128,0.268449
11.357,1.469014
11.357,0.283135
11.357,0.191348
11.357,0.606222
11.357,0.437336
11.357,0.239077
11.561,2.104175
11.561,0.510765
11.561,0.393278
11.561,0.444679
11.561,0.448350
11.561,0.264777
11.561,0.253763
11.792,0.261106
11.792,0.334535
11.792,0.305163
11.792,0.294149
12.042,0.973368
12.042,0.396950
12.042,0.279463
12.042,0.286806
12.042,0.198691
12.246,1.894902
12.246,0.382264
12.246,0.180334
12.246,0.973368
12.246,2.063789
12.481,0.195020
12.481,0.301492
12.481,1.002739
12.481,0.653951
12.481,0.705352
12.481,0.584194
12.481,0.356564
