elapsed_time_s,pulse_height_V
0.167,0.202363
0.417,0.407964
0.417,0.272120
0.417,0.455693
0.417,0.217049
0.417,0.150962
0.417,0.466707
0.709,0.158305
0.709,0.323521
0.709,0.389607
0.709,0.150962
0.709,0.172991
0.709,0.418978
1.005,0.150962
1.005,0.488736
1.005,0.275792
1.005,0.154634
1.341,0.158305
1.341,0.209706
1.341,0.455693
1.341,0.429993
1.341,0.154634
1.341,0.150962
1.631,0.488736
1.631,0.272120
1.631,0.554822
1.631,0.154634
1.631,0.327192
1.918,0.334535
1.918,0.180334
1.918,0.415307
1.918,0.165648
1.918,0.474050
2.219,0.286806
2.219,0.312506
2.219,0.485065
2.219,0.246420
2.219,0.220720
2.219,0.503422
2.219,0.396950
2.553,0.158305
2.553,0.180334
2.553,0.407964
2.553,0.272120
2.553,0.286806
2.553,0.158305
2.553,0.202363
2.553,0.279463
2.856,0.220720
2.856,0.150962
2.856,0.294149
2.856,0.264777
2.856,0.154634
2.856,0.172991
3.139,0.150962
3.139,0.463036
3.139,0.485065
3.139,0.206034
3.139,0.198691
3.139,0.169320
3.139,0.206034
3.139,0.470379
3.436,0.198691
3.436,0.165648
3.436,0.154634
3.436,0.393278
3.436,0.150962
3.436,0.323521
3.770,0.150962
3.770,0.150962
3.770,0.217049
3.770,0.334535
3.770,0.154634
3.770,0.341878
3.770,0.150962
4.071,0.150962
4.071,0.150962
4.071,0.257435
4.071,0.371250
4.071,0.195020
4.358,0.418978
4.358,0.150962
4.358,0.198691
4.358,0.187677
4.358,0.165648
4.358,0.176663
4.662,0.415307
4.662,0.345549
4.662,0.481393
4.662,0.400621
4.662,0.150962
4.662,0.154634
4.662,0.374921
4.999,0.158305
4.999,0.463036
4.999,0.161977
4.999,0.275792
4.999,0.180334
5.297,0.323521
5.297,0.187677
5.297,0.283135
5.297,0.235406
5.297,0.620908
5.297,0.172991
5.589,0.154634
5.589,0.253763
5.589,0.198691
5.589,0.459364
5.589,0.176663
5.884,0.242749
5.884,0.202363
5.884,0.206034
5.884,0.150962
5.884,0.209706
5.884,0.452021
6.210,0.158305
6.210,0.154634
6.210,1.215683
6.210,0.474050
6.210,0.154634
6.504,0.341878
6.504,0.184006
6.504,0.323521
6.504,0.330864
6.504,0.242749
6.504,0.345549
6.504,0.191348
6.783,0.202363
6.783,0.161977
6.783,0.404293
6.783,0.158305
6.783,0.198691
7.084,0.184006
7.084,0.172991
7.084,0.286806
7.084,0.154634
7.362,0.158305
7.362,0.180334
7.362,0.411636
7.362,0.150962
7.362,0.169320
7.362,0.161977
7.709,0.246420
7.709,0.316178
7.709,0.330864
